232	但是	但是	223
233	提供	提供	223
234	这些	这些	223
235	企业	企业	222
236	太	太	221
237	名	名	220
238	家	家	220
239	开始	开始	219
240	这样	这样	218
241	市场	市场	212
242	时候	时候	211
243	至	至	209
244	本	本	206
245	需要	需要	206
246	如	如	205
247	发展	发展	204
248	张	张	203
249	LED	LED	202
250	跟	跟	202
251	们	们	201
252	内	内	197
253	国家	国家	196
254	月	月	195
255	啊	啊	192
256	使	使	191
257	技术	技术	191
258	这么	这么	187
259	成	成	186
260	系统	系统	185
261	像	像	183
262	虽然	虽然	180
263	发现	发现	179
264	表示	表示	179
265	看到	看到	178
266	该	该	178
267	应	应	177
268	成为	成为	177
269	话	话	177
270	还有	还有	177
271	世界	世界	176
272	事	事	176
273	国际	国际	176
274	希望	希望	175
275	老师	老师	175
276	这种	这种	174
277	呢	呢	173
278	四	四	173
279	以及	以及	171
280	设计	设计	170
281	一样	一样	168
282	同时	同时	166
283	出现	出现	164
284	不过	不过	163
285	所有	所有	162
286	美国	美国	162
287	对于	对于	161
288	较	较	159
289	为了	为了	158
290	比	比	158
291	起来	起来	158
292	非常	非常	158
293	原	原	157
294	吧	吧	157
295	包括	包括	156
296	活动	活动	156
297	便	便	155
298	无法	无法	154
299	一些	一些	152
300	重要	重要	152
301	政府	政府	150
302	无	无	150
303	目前	目前	150
304	方式	方式	149
305	一般	一般	147
306	之后	之后	147
307	必须	必须	147
308	手	手	147
309	见	见	146
310	主要	主要	143
311	王	王	143
312	生命	生命	143
313	真	真	143
314	陈	陈	142
315	除了	除了	142
316	大家	大家	141
317	秋	秋	141
318	出来	出来	140
319	即	即	140
320	条	条	140
321	特别	特别	140
322	而且	而且	140
323	认为	认为	140
324	听	听	139
325	怎么	怎么	139
326	令	令	138
327	吗	吗	138
328	能够	能够	138
329	研究	研究	137
330	应该	应该	136
331	者	者	135
332	一定	一定	134
333	心	心	134
334	加	加	133
335	大陆	大陆	133
336	岁	岁	133
337	正	正	133
338	请	请	133
339	选择	选择	133
340	外	外	132
341	头	头	131
342	未	未	130
343	林	林	130
344	学习	学习	129
345	每	每	129
346	进	进	129
347	长	长	129
348	龙	龙	129
349	2	2	128
350	不同	不同	128
351	二	二	128
352	今天	今天	128
353	内容	内容	128
354	吃	吃	128
355	李	李	128
356	全球	全球	127
357	发生	发生	127
358	生活	生活	127
359	笑	笑	127
360	阿伦	阿伦	127
361	分	分	126
362	影响	影响	125
363	中心	中心	124
364	其他	其他	124
365	快	快	123
366	段	段	123
367	环境	环境	123
368	达	达	123
369	间	间	123
370	完全	完全	122
371	民主	民主	122
372	通过	通过	122
373	你们	你们	121
374	政治	政治	121
375	最后	最后	121
376	规定	规定	121
377	身体	身体	121
378	那个	那个	121
379	带	带	120
380	自由	自由	120
381	十	十	119
382	声	声	119
383	客户	客户	119
384	显示	显示	119
385	甚至	甚至	119
386	第二	第二	119
387	产业	产业	118
388	任何	任何	118
389	学	学	118
390	今年	今年	117
391	另	另	117
392	治疗	治疗	117
393	五	五	116
394	生	生	116
395	相关	相关	116
396	许多	许多	116
397	一直	一直	115
398	由于	由于	115
399	件	件	114
400	台	台	114
401	各	各	114
402	地方	地方	114
403	学生	学生	114
404	方面	方面	114
405	机会	机会	114
406	玩家	玩家	114
407	经济	经济	114
408	舞蹈	舞蹈	114
409	且	且	113
410	如何	如何	113
411	接受	接受	113
412	管理	管理	113
413	住	住	112
414	感觉	感觉	112
415	曾	曾	112
416	站	站	111
417	结果	结果	111
418	周	周	110
419	比较	比较	110
420	1	1	109
421	书	书	109
422	少	少	109
423	人员	人员	108
424	其中	其中	108
425	作	作	107
426	连	连	107
427	安全	安全	106
428	获得	获得	106
429	均	均	105
430	回	回	104
431	提	提	104
432	相当	相当	104
433	舞	舞	104
434	解决	解决	104
435	仍	仍	103
436	找	找	103
437	经	经	103
438	这里	这里	103
439	专业	专业	102
440	开	开	102
441	打	打	102
442	拥有	拥有	102
443	方法	方法	102
444	民众	民众	102
445	事情	事情	101
446	拿	拿	101
447	直接	直接	101
448	约	约	101
449	美	美	101
450	身	身	101
451	很多	很多	100
452	法	法	100
453	那么	那么	100
454	一切	一切	99
455	作为	作为	99
456	应用	应用	99
457	改革	改革	99
458	比赛	比赛	99
459	网络	网络	99
460	关系	关系	98
461	以上	以上	97
462	其实	其实	97
463	火	火	97
464	过程	过程	97
465	需	需	97
466	先	先	96
467	叫	叫	96
468	当然	当然	96
469	性	性	96
470	爱	爱	96
471	进入	进入	96
472	处	处	95
473	东西	东西	94
474	先生	先生	94
475	刘	刘	94
476	受	受	94
477	增加	增加	94
478	夜	夜	94
479	孩子	孩子	94
480	支持	支持	94
481	若	若	94
482	要求	要求	94
483	运动	运动	94
484	一下	一下	93
485	口	口	93
486	开发	开发	93
487	得到	得到	93
488	人民	人民	92
489	光	光	92
490	场	场	92
491	死	死	92
492	觉得	觉得	92
493	超过	超过	92
494	3	3	91
495	个人	个人	91
496	未来	未来	91
497	老	老	91
498	能力	能力	91
499	自	自	91
500	过去	过去	91
501	钱	钱	91
502	问	问	91
503	完	完	90
504	情况	情况	90
505	成功	成功	90
506	根据	根据	90
507	生产	生产	90
508	那些	那些	90
509	份	份	89
510	健康	健康	89
511	全	全	89
512	当时	当时	89
513	或者	或者	89
514	行	行	89
515	谁	谁	89
516	10	10	88
517	之间	之间	88
518	具有	具有	88
519	告诉	告诉	88
520	坐	坐	88
521	手机	手机	88
522	控制	控制	88
523	朋友	朋友	88
524	项	项	88
525	信息	信息	87
526	决定	决定	87
527	医师	医师	87
528	单位	单位	87
529	整个	整个	87
530	行动	行动	87
531	表现	表现	87
532	不断	不断	86
533	准备	准备	86
534	功能	功能	86
535	可是	可是	86
536	声音	声音	86
537	眼	眼	86
538	部分	部分	86
539	需求	需求	86
540	了解	了解	85
541	号	号	85
542	合作	合作	85
543	大学	大学	85
544	如此	如此	85
545	数	数	85
546	根本	根本	85
547	步	步	85
548	相信	相信	85
549	网站	网站	85
550	设备	设备	85
551	面对	面对	85
552	文化	文化	84
553	日本	日本	84
554	造成	造成	84
555	代	代	83
556	女	女	83
557	帮	帮	83
558	继续	继续	83
559	行为	行为	83
560	讲	讲	83
561	产生	产生	82
562	介绍	介绍	82
563	完成	完成	82
564	帮助	帮助	82
565	度	度	82
566	放	放	82
567	有人	有人	82
568	气	气	82
569	法律	法律	82
570	电话	电话	82
571	真正	真正	82
572	突然	突然	82
573	飞	飞	82
574	些	些	81
575	参加	参加	81
576	双	双	81
577	另外	另外	81
578	存在	存在	81
579	往	往	81
580	效果	效果	81
581	极	极	81
582	自然	自然	81
583	利用	利用	80
584	半	半	80
585	投资	投资	80
586	采用	采用	80
587	仅	仅	79
588	代表	代表	79
589	刚	刚	79
590	总	总	79
591	权利	权利	79
592	标准	标准	79
593	琉璃	琉璃	79
594	线	线	79
595	花	花	79
596	记者	记者	79
597	5	5	78
598	亦	亦	78
599	变	变	78
600	教育	教育	78
601	低	低	77
602	写	写	77
603	历史	历史	77
604	受到	受到	77
605	型	型	77
606	式	式	77
607	科技	科技	77
608	精神	精神	77
609	经验	经验	77
610	成本	成本	76
611	是否	是否	76
612	申请	申请	76
613	经过	经过	76
614	身上	身上	76
615	还是	还是	76
616	片	片	75
617	组织	组织	75
618	质量	质量	75
619	资料	资料	75
620	音乐	音乐	75
621	食品	食品	75
622	分析	分析	74
623	别人	别人	74
624	剑	剑	74
625	句	句	74
626	国内	国内	74
627	方	方	74
628	难	难	74
629	面	面	74
630	买	买	73
631	送	送	73
632	处理	处理	72
633	一起	一起	71
634	佛	佛	71
635	努力	努力	71
636	北京	北京	71
637	有些	有些	71
638	然后	然后	71
639	GMT	GMT	70
640	下来	下来	70
641	之前	之前	70
642	千	千	70
643	容易	容易	70
644	指	指	70
645	游戏	游戏	70
646	电子	电子	70
647	相	相	70
648	达到	达到	70
649	依	依	69
650	再次	再次	69
651	动作	动作	69
652	各种	各种	69
653	拉	拉	69
654	考试	考试	69
655	脸	脸	69
656	近	近	69
657	事件	事件	68
658	副	副	68
659	力量	力量	68
660	只能	只能	68
661	基本	基本	68
662	敢	敢	68
663	日	日	68
664	目标	目标	68
665	空间	空间	68
666	系列	系列	68
667	罗	罗	68
668	股	股	68
669	表演	表演	68
670	保护	保护	67
671	原因	原因	67
672	同样	同样	67
673	改变	改变	67
674	机关	机关	67
675	水	水	67
676	知识	知识	67
677	算	算	67
678	终于	终于	67
679	门	门	67
680	雷	雷	67
681	首	首	67
682	全国	全国	66
683	公民	公民	66
684	分钟	分钟	66
685	基金会	基金会	66
686	提高	提高	66
687	有效	有效	66
688	来说	来说	66
689	随	随	66
690	4	4	65
691	任务	任务	65
692	似乎	似乎	65
693	医疗	医疗	65
694	原来	原来	65
695	发	发	65
696	因此	因此	65
697	提升	提升	65
698	数据	数据	65
699	有关	有关	65
700	每个	每个	65
701	清楚	清楚	65
702	路	路	65
703	六	六	64
704	变化	变化	64
705	同	同	64
706	喜欢	喜欢	64
707	心中	心中	64
708	快速	快速	64
709	时代	时代	64
710	永	永	64
711	注意	注意	64
712	满	满	64
713	穿	穿	64
714	脚	脚	64
715	跑	跑	64
716	选手	选手	64
717	人生	人生	63
718	传统	传统	63
719	建议	建议	63
720	期间	期间	63
721	正式	正式	63
722	课程	课程	63
723	七	七	62
724	全部	全部	62
725	冰	冰	62
726	取得	取得	62
727	山	山	62
728	平	平	62
729	成长	成长	62
730	真是	真是	62
731	说明	说明	62
732	这次	这次	62
733	不少	不少	61
734	事业	事业	61
735	享受	享受	61
736	以后	以后	61
737	价值	价值	61
738	价格	价格	61
739	入	入	61
740	其它	其它	61
741	制度	制度	61
742	占	占	61
743	并且	并且	61
744	建筑	建筑	61
745	强	强	61
746	指出	指出	61
747	称	称	61
748	类	类	61
749	肯定	肯定	61
750	计算机	计算机	61
751	调查	调查	61
752	越	越	61
753	转	转	61
754	针对	针对	61
755	上午	上午	60
756	不仅	不仅	60
757	只要	只要	60
758	台北	台北	60
759	媒体	媒体	60
760	成立	成立	60
761	看著	看著	60
762	真的	真的	60
763	神	神	60
764	组	组	60
765	轻松	轻松	60
766	速度	速度	60
767	一点	一点	59
768	八	八	59
769	具	具	59
770	她们	她们	59
771	宪政	宪政	59
772	小时	小时	59
773	建立	建立	59
774	所谓	所谓	59
775	持续	持续	59
776	收入	收入	59
777	早	早	59
778	机	机	59
779	来到	来到	59
780	车	车	59
781	阿	阿	59
782	非	非	59
783	不要	不要	58
784	云	云	58
785	会议	会议	58
786	作用	作用	58
787	办法	办法	58
788	南	南	58
789	命	命	58
790	城市	城市	58
791	基础	基础	58
792	多少	多少	58
793	眼睛	眼睛	58
794	第三	第三	58
795	简单	简单	58
796	系	系	58
797	适合	适合	58
798	透过	透过	58
799	郑	郑	58
800	Jan	Jan	57
801	别	别	57
802	品牌	品牌	57
803	实现	实现	57
804	导致	导致	57
805	尤其	尤其	57
806	座	座	57
807	明	明	57
808	有的	有的	57
809	期	期	57
810	材料	材料	57
811	白	白	57
812	皆	皆	57
813	金	金	57
814	集团	集团	57
815	领域	领域	57
816	举办	举办	56
817	共	共	56
818	利益	利益	56
819	块	块	56
820	届	届	56
821	条件	条件	56
822	竟然	竟然	56
823	绝对	绝对	56
824	舞者	舞者	56
825	重新	重新	56
826	——	——	55
827	业务	业务	55
828	为什么	为什么	55
829	之外	之外	55
830	发表	发表	55
831	呈现	呈现	55
832	国	国	55
833	套	套	55
834	建设	建设	55
835	文章	文章	55
836	领导	领导	55
837	于是	于是	54
838	人士	人士	54
839	女人	女人	54
840	学校	学校	54
841	常	常	54
842	强调	强调	54
843	心里	心里	54
844	拍	拍	54
845	权力	权力	54
846	状况	状况	54
847	软件	软件	54
848	远	远	54
849	之一	之一	53
850	体制	体制	53
851	保险	保险	53
852	共同	共同	53
853	分别	分别	53
854	创新	创新	53
855	卡	卡	53
856	即使	即使	53
857	听到	听到	53
858	好像	好像	53
859	教	教	53
860	正常	正常	53
861	民	民	53
862	现场	现场	53
863	看见	看见	53
864	观众	观众	53
865	谈	谈	53
866	重	重	53
867	雅	雅	53
868	项目	项目	53
869	减少	减少	52
870	医院	医院	52
871	县	县	52
872	实在	实在	52
873	带来	带来	52
874	慢慢	慢慢	52
875	我国	我国	52
876	或是	或是	52
877	既	既	52
878	枫	枫	52
879	特	特	52
880	玩	玩	52
881	癌症	癌症	52
882	符合	符合	52
883	级	级	52
884	群	群	52
885	认识	认识	52
886	严重	严重	51
887	力	力	51
888	十分	十分	51
889	同学	同学	51
890	小姐	小姐	51
891	换	换	51
892	杨	杨	51
893	检查	检查	51
894	稳定	稳定	51
895	红	红	51
896	经营	经营	51
897	范围	范围	51
898	解释	解释	51
899	资源	资源	51
900	越来越	越来越	51
901	20	20	50
902	下午	下午	50
903	丰富	丰富	50
904	保持	保持	50
905	单	单	50
906	层	层	50
907	市	市	50
908	师	师	50
909	感	感	50
910	据	据	50
911	推出	推出	50
912	故事	故事	50
913	无论	无论	50
914	机构	机构	50
915	正确	正确	50
916	特殊	特殊	50
917	网	网	50
918	不但	不但	49
919	人类	人类	49
920	例如	例如	49
921	保	保	49
922	冲	冲	49
923	刚才	刚才	49
924	创造	创造	49
925	协会	协会	49
926	变成	变成	49
927	回到	回到	49
928	对象	对象	49
929	感到	感到	49
930	手术	手术	49
931	搞	搞	49
932	方案	方案	49
933	明显	明显	49
934	最高	最高	49
935	状态	状态	49
936	电压	电压	49
937	英国	英国	49
938	蓝	蓝	49
939	血	血	49
940	靠	靠	49
941	6	6	48
942	体验	体验	48
943	使得	使得	48
944	倒	倒	48
945	加入	加入	48
946	动	动	48
947	厂商	厂商	48
948	团队	团队	48
949	家庭	家庭	48
950	明白	明白	48
951	欢迎	欢迎	48
952	每年	每年	48
953	测试	测试	48
954	父亲	父亲	48
955	脸上	脸上	48
956	调整	调整	48
957	边	边	48
958	连续	连续	48
959	除	除	48
960	黑	黑	48
961	2012年	2012年	47
962	Connection	Connection	47
963	位置	位置	47
964	充满	充满	47
965	几乎	几乎	47
966	区	区	47
967	商品	商品	47
968	实际	实际	47
969	总统	总统	47
970	杀	杀	47
971	校长	校长	47
972	正在	正在	47
973	温度	温度	47
974	照明	照明	47
975	版	版	47
976	申报	申报	47
977	离开	离开	47
978	积极	积极	47
979	结合	结合	47
980	美丽	美丽	47
981	虽	虽	47
982	规划	规划	47
983	财产	财产	47
984	黄	黄	47
985	上海	上海	46
986	下去	下去	46
987	不错	不错	46
988	中央	中央	46
989	亚	亚	46
990	人家	人家	46
991	以为	以为	46
992	冷	冷	46
993	协助	协助	46
994	喝	喝	46
995	地区	地区	46
996	对方	对方	46
997	快乐	快乐	46
998	念	念	46
999	技巧	技巧	46
1000	按	按	46
1001	掉	掉	46
1002	方向	方向	46
1003	最佳	最佳	46
1004	毕竟	毕竟	46
1005	父母	父母	46
1006	结束	结束	46
1007	而言	而言	46
1008	跳	跳	46
1009	迅速	迅速	46
1010	过来	过来	46
1011	销售	销售	46
1012	Date	Date	45
1013	close	close	45
1014	不再	不再	45
1015	人物	人物	45
1016	办理	办理	45
1017	台中	台中	45
1018	后来	后来	45
1019	妈妈	妈妈	45
1020	属于	属于	45
1021	工程	工程	45
1022	干	干	45
1023	报告	报告	45
1024	掌握	掌握	45
1025	接	接	45
1026	政策	政策	45
1027	教学	教学	45
1028	旅游	旅游	45
1029	有限公司	有限公司	45
1030	望	望	45
1031	模式	模式	45
1032	目的	目的	45
1033	管	管	45
1034	老板	老板	45
1035	行业	行业	45
1036	责任	责任	45
1037	配合	配合	45
1038	不知	不知	44
1039	专家	专家	44
1040	参与	参与	44
1041	叶	叶	44
1042	失去	失去	44
1043	字	字	44
1044	安排	安排	44
1045	左	左	44
1046	形成	形成	44
1047	担任	担任	44
1048	方便	方便	44
1049	星	星	44
1050	然而	然而	44
1051	燕	燕	44
1052	男	男	44
1053	疾病	疾病	44
1054	看来	看来	44
1055	票	票	44
1056	紫	紫	44
1057	艺术	艺术	44
1058	证明	证明	44
1059	运用	运用	44
1060	部门	部门	44
1061	革命	革命	44
1062	马上	马上	44
1063	5月	5月	43
1064	中共	中共	43
1065	停	停	43
1066	制作	制作	43
1067	发出	发出	43
1068	开放	开放	43
1069	律师	律师	43
1070	态度	态度	43
1071	想到	想到	43
1072	感谢	感谢	43
1073	执行	执行	43
1074	担心	担心	43
1075	梅	梅	43
1076	每天	每天	43
1077	永远	永远	43
1078	消费者	消费者	43
1079	等等	等等	43
1080	联盟	联盟	43
1081	英文	英文	43
1082	里面	里面	43
1083	限制	限制	43
1084	不得	不得	42
1085	以前	以前	42
1086	传	传	42
1087	关于	关于	42
1088	冠军	冠军	42
1089	到底	到底	42
1090	制造	制造	42
1091	北	北	42
1092	去年	去年	42
1093	同意	同意	42
1094	员工	员工	42
1095	意义	意义	42
1096	感受	感受	42
1097	找到	找到	42
1098	抓	抓	42
1099	挑战	挑战	42
1100	改善	改善	42
1101	教授	教授	42
1102	款	款	42
1103	母亲	母亲	42
1104	满足	满足	42
1105	电视	电视	42
1106	眼前	眼前	42
1107	研发	研发	42
1108	算是	算是	42
1109	考虑	考虑	42
1110	脂肪	脂肪	42
1111	艾未未	艾未未	42
1112	计划	计划	42
1113	训练	训练	42
1114	避免	避免	42
1115	金额	金额	42
1116	NET	NET	41
1117	万	万	41
1118	余	余	41
1119	反应	反应	41
1120	吴	吴	41
1121	吸引	吸引	41
1122	女性	女性	41
1123	工具	工具	41
1124	往往	往往	41
1125	必	必	41
1126	患者	患者	41
1127	效率	效率	41
1128	曾经	曾经	41
1129	梦	梦	41
1130	此外	此外	41
1131	流	流	41
1132	清	清	41
1133	程度	程度	41
1134	米	米	41
1135	职业	职业	41
1136	说道	说道	41
1137	跟著	跟著	41
1138	身边	身边	41
1139	郭	郭	41
1140	障碍	障碍	41
1141	风险	风险	41
1142	也许	也许	40
1143	人们	人们	40
1144	倍	倍	40
1145	公开	公开	40
1146	出口	出口	40
1147	办	办	40
1148	化	化	40
1149	坚持	坚持	40
1150	子	子	40
1151	投入	投入	40
1152	最近	最近	40
1153	核心	核心	40
1154	独立	独立	40
1155	用户	用户	40
1156	电流	电流	40
1157	电脑	电脑	40
1158	留下	留下	40
1159	知	知	40
1160	程序	程序	40
1161	考	考	40
1162	般	般	40
1163	行政	行政	40
1164	身份	身份	40
1165	降低	降低	40
1166	风	风	40
1167	香港	香港	40
1168	不管	不管	39
1169	人才	人才	39
1170	人权	人权	39
1171	今	今	39
1172	位于	位于	39
1173	作品	作品	39
1174	公共	公共	39
1175	分享	分享	39
1176	前往	前往	39
1177	反	反	39
1178	官员	官员	39
1179	实施	实施	39
1180	宪法	宪法	39
1181	展现	展现	39
1182	年轻	年轻	39
1183	床	床	39
1184	性能	性能	39
1185	推动	推动	39
1186	收	收	39
1187	来自	来自	39
1188	狗	狗	39
1189	玉	玉	39
1190	电影	电影	39
1191	男人	男人	39
1192	立即	立即	39
1193	结构	结构	39
1194	给予	给予	39
1195	自动	自动	39
1196	艾	艾	39
1197	西方	西方	39
1198	通知	通知	39
1199	那种	那种	39
1200	鼓励	鼓励	39
1201	之中	之中	38
1202	做出	做出	38
1203	加强	加强	38
1204	华	华	38
1205	发挥	发挥	38
1206	回答	回答	38
1207	大量	大量	38
1208	完整	完整	38
1209	恐怕	恐怕	38
1210	战	战	38
1211	手中	手中	38
1212	接触	接触	38
1213	时期	时期	38
1214	案	案	38
1215	此时	此时	38
1216	毛	毛	38
1217	深	深	38
1218	热爱	热爱	38
1219	特色	特色	38
1220	立刻	立刻	38
1221	计算	计算	38
1222	讨论	讨论	38
1223	费用	费用	38
1224	资讯	资讯	38
1225	还要	还要	38
1226	长期	长期	38
1227	阅读	阅读	38
1228	12月	12月	37
1229	9月	9月	37
1230	东	东	37
1231	两岸	两岸	37
1232	包	包	37
1233	原本	原本	37
1234	右	右	37
1235	商业	商业	37
1236	国外	国外	37
1237	定	定	37
1238	实	实	37
1239	巨大	巨大	37
1240	当地	当地	37
1241	房间	房间	37
1242	排	排	37
1243	文	文	37
1244	新闻	新闻	37
1245	楼	楼	37
1246	正是	正是	37
1247	现象	现象	37
1248	病人	病人	37
1249	离	离	37
1250	经历	经历	37
1251	联系	联系	37
1252	表面	表面	37
1253	距离	距离	37
1254	进步	进步	37
1255	金融	金融	37
1256	银行	银行	37
1257	静	静	37
1258	馆	馆	37
1259	10月	10月	36
1260	30	30	36
1261	──	──	36
1262	主管	主管	36
1263	九	九	36
1264	内部	内部	36
1265	哦	哦	36
1266	因素	因素	36
1267	图	图	36
1268	宇	宇	36
1269	尽管	尽管	36
1270	平台	平台	36
1271	情	情	36
1272	感情	感情	36
1273	愿意	愿意	36
1274	操作	操作	36
1275	支	支	36
1276	数字	数字	36
1277	昨天	昨天	36
1278	智能	智能	36
1279	现实	现实	36
1280	班	班	36
1281	确实	确实	36
1282	经常	经常	36
1283	衣	衣	36
1284	逐渐	逐渐	36
1285	道路	道路	36
1286	量	量	36
1287	难道	难道	36
1288	8月	8月	35
1289	上市	上市	35
1290	业	业	35
1291	业者	业者	35
1292	之下	之下	35
1293	习惯	习惯	35
1294	作业	作业	35
1295	修	修	35
1296	儿子	儿子	35
1297	凌轩	凌轩	35
1298	刚刚	刚刚	35
1299	加工	加工	35
1300	品质	品质	35
1301	哪	哪	35
1302	唯一	唯一	35
1303	圣	圣	35
1304	完美	完美	35
1305	官方	官方	35
1306	强大	强大	35
1307	意见	意见	35
1308	成绩	成绩	35
1309	断	断	35
1310	更加	更加	35
1311	水平	水平	35
1312	港	港	35
1313	理解	理解	35
1314	盘	盘	35
1315	短	短	35
1316	移动	移动	35
1317	篇	篇	35
1318	维持	维持	35
1319	自我	自我	35
1320	至于	至于	35
1321	莲	莲	35
1322	表	表	35
1323	观察	观察	35
1324	面前	面前	35
1325	韩国	韩国	35
1326	久	久	34
1327	交通	交通	34
1328	众人	众人	34
1329	何	何	34
1330	值得	值得	34
1331	公平	公平	34
1332	具体	具体	34
1333	兽	兽	34
1334	出去	出去	34
1335	刀	刀	34
1336	台南	台南	34
1337	唱	唱	34
1338	大观	大观	34
1339	奖	奖	34
1340	幸福	幸福	34
1341	店	店	34
1342	引起	引起	34
1343	忽然	忽然	34
1344	怕	怕	34
1345	或许	或许	34
1346	故	故	34
1347	本身	本身	34
1348	民间	民间	34
1349	法院	法院	34
1350	灯	灯	34
1351	热	热	34
1352	熟悉	熟悉	34
1353	犯罪	犯罪	34
1354	甚么	甚么	34
1355	画	画	34
1356	纷纷	纷纷	34
1357	练	练	34
1358	罹患	罹患	34
1359	视频	视频	34
1360	说话	说话	34
1361	追求	追求	34
1362	随着	随着	34
1363	餐厅	餐厅	34
1364	魔	魔	34
1365	2009年	2009年	33
1366	2010年	2010年	33
1367	2011年	2011年	33
1368	2013年	2013年	33
1369	8	8	33
1370	举行	举行	33
1371	从事	从事	33
1372	优势	优势	33
1373	伤害	伤害	33
1374	保障	保障	33
1375	值	值	33
1376	免费	免费	33
1377	哪里	哪里	33
1378	啦	啦	33
1379	团体	团体	33
1380	在于	在于	33
1381	年度	年度	33
1382	建	建	33
1383	当局	当局	33
1384	总是	总是	33
1385	房	房	33
1386	提醒	提醒	33
1387	整	整	33
1388	显示屏	显示屏	33
1389	普通	普通	33
1390	普遍	普遍	33
1391	比如	比如	33
1392	理想	理想	33
1393	电	电	33
1394	相同	相同	33
1395	确定	确定	33
1396	秒	秒	33
1397	美元	美元	33
1398	羽	羽	33
1399	茶	茶	33
1400	营业	营业	33
1401	转型	转型	33
1402	选	选	33
1403	雪	雪	33
1404	高兴	高兴	33
1405	11月	11月	32
1406	2008年	2008年	32
1407	3月	3月	32
1408	and	and	32
1409	inmenu	inmenu	32
1410	以来	以来	32
1411	促进	促进	32
1412	党	党	32
1413	关键	关键	32
1414	半导体	半导体	32
1415	原则	原则	32
1416	反而	反而	32
1417	品	品	32
1418	土地	土地	32
1419	它们	它们	32
1420	师父	师父	32
1421	当初	当初	32
1422	德国	德国	32
1423	推	推	32
1424	显得	显得	32
1425	杂志	杂志	32
1426	死亡	死亡	32
1427	海	海	32
1428	牛	牛	32
1429	率	率	32
1430	理念	理念	32
1431	直到	直到	32
1432	相对	相对	32
1433	科	科	32
1434	移民	移民	32
1435	类似	类似	32
1436	腐败	腐败	32
1437	至少	至少	32
1438	良好	良好	32
1439	节能	节能	32
1440	警察	警察	32
1441	评审	评审	32
1442	语言	语言	32
1443	贸易	贸易	32
1444	邀请	邀请	32
1445	部	部	32
1446	颗	颗	32
1447	颜	颜	32
1448	饭店	饭店	32
1449	2007年	2007年	31
1450	6月	6月	31
1451	JPG	JPG	31
1452	专利	专利	31
1453	乱	乱	31
1454	人口	人口	31
1455	代理	代理	31
1456	佛法	佛法	31
1457	保证	保证	31
1458	健	健	31
1459	兄弟	兄弟	31
1460	公益	公益	31
1461	关注	关注	31
1462	初	初	31
1463	印刷	印刷	31
1464	团	团	31
1465	坏	坏	31
1466	够	够	31
