0.85,209.7
0.855,209.6
0.86,210.6
0.865,210.3
0.87,210.5
0.875,210.4
0.88,210.7
0.885,212.2
0.89,210.7
0.895,211.6
0.9,211.3
0.905,211.9
0.91,214.3
0.915,210.6
0.92,210.4
0.925,210.9
0.93,211.0
0.935,209.8
0.94,209.8
0.945,210.5
0.95,209.9
0.955,209.9
0.96,210.1
0.965,209.9
0.97,211.8
0.975,210.3
0.98,211.0
0.985,210.3
0.99,210.7
0.995,210.5
1.0,210.6
1.005,211.9
1.01,210.5
1.015,210.3
1.02,210.2
1.025,209.9
1.03,211.0
1.035,209.9
1.04,209.9
1.045,209.5
1.05,210.3
1.055,209.9
1.06,211.0
1.065,210.1
1.07,209.1
1.075,209.6
1.08,210.0
1.085,209.3
1.09,210.3
1.095,209.9
1.1,211.4
1.105,210.4
1.11,210.1
1.115,213.4
1.12,215.2
1.125,216.2
1.13,212.5
1.135,212.8
1.14,212.0
1.145,214.7
1.15,211.4
1.155,212.0
1.16,210.6
1.165,212.2
1.17,210.3
1.175,210.4
1.18,210.5
1.185,211.3
1.19,211.4
1.195,210.2
1.2,210.5
1.205,210.5
1.21,210.5
1.215,210.4
1.22,210.2
1.225,211.0
1.23,209.4
1.235,211.2
1.24,210.5
1.245,210.6
1.25,210.0
1.255,210.9
1.26,210.9
1.265,209.7
1.27,209.6
1.275,209.9
1.28,209.3
1.285,210.5
1.29,209.7
1.295,210.5
1.3,210.2
1.305,210.1
1.31,209.6
1.315,210.2
1.32,209.2
1.325,210.4
1.33,209.6
1.335,210.3
1.34,210.3
1.345,210.0
1.35,211.2
1.355,210.2
1.36,211.0
1.365,210.7
1.37,209.9
1.375,209.7
1.38,210.7
1.385,209.6
1.39,210.1
1.395,211.4
1.4,210.1
1.405,210.0
1.41,211.5
1.415,210.1
1.42,210.7
1.425,209.8
1.43,209.6
1.435,211.2
1.44,211.5
1.445,210.7
1.45,211.1
1.455,211.1
1.46,212.0
1.465,210.8
1.47,211.6
1.475,211.4
1.48,211.8
1.485,210.6
1.49,210.5
1.495,217.6
1.5,210.7
1.505,210.6
1.51,210.9
1.515,210.8
1.52,210.3
1.525,209.7
1.53,210.1
1.535,210.4
1.54,210.5
1.545,210.0
1.55,211.4
1.555,210.6
1.56,211.0
1.565,211.1
1.57,211.0
1.575,211.3
1.58,211.3
1.585,211.1
1.59,210.4
1.595,210.2
1.6,210.4
1.605,210.2
1.61,210.8
1.615,211.5
1.62,210.7
1.625,211.6
1.63,211.4
1.635,211.1
1.64,210.3
1.645,211.1
1.65,210.2
1.655,211.7
1.66,212.3
1.665,210.4
1.67,210.7
1.675,211.1
1.68,210.7
1.685,209.6
1.69,209.8
1.695,210.4
1.7,209.7
1.705,210.1
1.71,210.7
1.715,209.9
1.72,209.6
1.725,210.5
1.73,210.5
1.735,210.5
1.74,210.3
1.745,209.7
1.75,209.3
1.755,209.7
1.76,210.1
1.765,210.0
1.77,209.4
1.775,210.6
1.78,210.3
1.785,210.5
1.79,212.1
1.795,210.5
1.8,210.4
1.805,211.5
1.81,210.0
1.815,211.4
1.82,210.5
1.825,212.9
1.83,212.2
1.835,211.1
1.84,210.3
1.845,210.4
1.85,209.5
1.855,210.6
1.86,209.8
1.865,210.0
1.87,211.0
1.875,210.4
1.88,210.5
1.885,210.1
1.89,210.8
1.895,210.5
1.9,209.4
1.905,209.5
1.91,209.8
1.915,210.3
1.92,209.9
1.925,210.5
1.93,209.6
1.935,210.1
1.94,210.1
1.945,210.3
1.95,209.4
1.955,210.4
1.96,210.8
1.965,210.2
1.97,209.8
1.975,209.7
1.98,209.7
1.985,211.1
1.99,210.4
1.995,211.3
2.0,210.6
2.005,349.0
2.01,344.0
2.015,343.7
2.02,345.1
2.025,345.2
2.03,343.3
2.035,345.1
2.04,341.2
2.045,343.5
2.05,340.1
2.055,340.4
2.06,344.8
2.065,347.8
2.07,343.0
2.075,340.9
2.08,341.8
2.085,342.5
2.09,341.8
2.095,343.0
2.1,341.6
2.105,342.5
2.11,340.5
2.115,343.3
2.12,341.5
2.125,341.4
2.13,342.1
2.135,342.7
2.14,341.3
2.145,342.9
2.15,341.6
2.155,341.6
2.16,341.2
2.165,341.4
2.17,344.9
2.175,342.7
2.18,342.3
2.185,340.6
2.19,341.0
2.195,341.3
2.2,342.2
2.205,343.0
2.21,342.0
2.215,341.2
2.22,340.8
2.225,343.4
2.23,342.1
2.235,341.6
2.24,343.0
2.245,342.7
2.25,341.5
2.255,344.2
2.26,344.6
2.265,345.1
2.27,347.1
2.275,346.7
2.28,345.5
2.285,343.1
2.29,341.7
2.295,342.9
2.3,345.0
2.305,345.9
2.31,347.8
2.315,346.0
2.32,349.2
2.325,347.7
2.33,348.6
2.335,349.0
2.34,346.4
2.345,346.2
2.35,346.6
2.355,348.6
2.36,346.9
2.365,346.9
2.37,347.3
2.375,347.8
2.38,347.7
2.385,345.1
2.39,346.3
2.395,348.9
2.4,346.7
2.405,346.8
2.41,347.0
2.415,344.4
2.42,345.3
2.425,346.3
2.43,345.3
2.435,344.7
2.44,343.7
2.445,345.1
2.45,343.6
2.455,344.6
2.46,345.8
2.465,345.8
2.47,343.8
2.475,345.3
2.48,343.9
2.485,344.6
2.49,343.3
2.495,344.1
2.5,342.9
2.505,349.9
2.51,346.0
2.515,341.5
2.52,343.8
2.525,346.7
2.53,354.7
2.535,349.9
2.54,347.2
2.545,348.4
2.55,347.1
2.555,345.8
2.56,348.8
2.565,344.3
2.57,342.3
2.575,343.1
2.58,341.6
2.585,343.2
2.59,345.5
2.595,346.9
2.6,345.8
2.605,341.6
2.61,343.0
2.615,344.2
2.62,346.1
2.625,348.7
2.63,342.5
2.635,342.1
2.64,342.6
2.645,342.4
2.65,344.2
2.655,340.5
2.66,342.2
2.665,344.5
2.67,344.8
2.675,344.0
2.68,345.2
2.685,345.2
2.69,344.0
2.695,345.2
2.7,346.3
2.705,345.0
2.71,346.2
2.715,345.6
2.72,347.2
2.725,353.1
2.73,357.4
2.735,343.8
2.74,341.9
2.745,342.2
2.75,343.9
2.755,348.1
2.76,349.1
2.765,347.1
2.77,347.0
2.775,346.1
2.78,343.9
2.785,344.4
2.79,345.4
2.795,344.8
2.8,342.5
2.805,346.7
2.81,345.2
2.815,345.2
2.82,340.5
2.825,343.7
2.83,345.0
2.835,348.3
2.84,351.1
2.845,346.8
2.85,349.0
2.855,344.6
2.86,344.3
2.865,347.4
2.87,346.8
2.875,345.7
2.88,344.6
2.885,346.4
2.89,346.0
2.895,346.2
2.9,345.7
2.905,340.4
2.91,341.9
2.915,341.8
2.92,341.6
2.925,342.1
2.93,341.3
2.935,342.0
2.94,341.1
2.945,341.4
2.95,342.6
2.955,341.2
2.96,340.6
2.965,340.3
2.97,344.0
2.975,345.4
2.98,343.1
2.985,344.1
2.99,345.9
2.995,343.7
3.0,341.7
3.005,342.2
3.01,343.6
3.015,345.6
3.02,343.8
3.025,344.2
3.03,340.8
3.035,343.4
3.04,345.4
3.045,341.6
3.05,345.2
3.055,345.5
3.06,345.3
3.065,344.6
3.07,345.3
3.075,346.3
3.08,346.0
3.085,345.7
3.09,344.0
3.095,350.6
3.1,345.8
3.105,345.0
3.11,347.1
3.115,346.7
3.12,346.0
3.125,347.9
3.13,346.3
3.135,345.6
3.14,348.7
3.145,346.4
3.15,345.6
3.155,346.8
3.16,345.4
3.165,348.5
3.17,348.6
3.175,344.0
3.18,347.3
3.185,346.9
3.19,345.2
3.195,345.8
3.2,347.1
3.205,343.9
3.21,343.3
3.215,346.7
3.22,344.9
3.225,346.9
3.23,345.6
3.235,346.6
3.24,348.0
3.245,344.2
3.25,347.4
3.255,345.3
3.26,344.3
3.265,345.7
3.27,346.4
3.275,345.6
3.28,346.7
3.285,346.2
3.29,346.4
3.295,349.0
3.3,346.5
3.305,342.2
3.31,342.5
3.315,345.9
3.32,343.5
3.325,344.1
3.33,343.2
3.335,344.4
3.34,343.7
3.345,345.1
3.35,345.6
3.355,346.0
3.36,345.1
3.365,345.9
3.37,349.3
3.375,353.4
3.38,350.2
3.385,351.3
3.39,343.4
3.395,349.0
3.4,353.0
3.405,351.1
3.41,345.0
3.415,346.4
3.42,345.8
3.425,346.3
3.43,344.1
3.435,347.4
3.44,343.6
3.445,341.5
3.45,343.2
3.455,345.7
3.46,344.8
3.465,344.6
3.47,345.8
3.475,346.7
3.48,353.5
3.485,352.0
3.49,352.2
3.495,350.0
3.5,350.4
3.505,347.6
3.51,343.1
3.515,342.2
3.52,342.1
3.525,346.3
3.53,348.8
3.535,345.2
3.54,343.9
3.545,346.4
3.55,356.0
3.555,350.0
3.56,345.7
3.565,342.8
3.57,347.7
3.575,346.2
3.58,341.9
3.585,340.6
3.59,343.0
3.595,340.3
3.6,342.7
3.605,342.0
3.61,342.9
3.615,343.7
3.62,342.2
3.625,345.9
3.63,344.2
3.635,345.2
3.64,344.9
3.645,346.8
3.65,344.4
3.655,353.5
3.66,345.9
3.665,348.0
3.67,347.5
3.675,346.6
3.68,345.6
3.685,347.8
3.69,346.2
3.695,348.0
3.7,346.1
3.705,344.6
3.71,345.0
3.715,347.1
3.72,347.6
3.725,344.2
3.73,343.1
3.735,345.0
3.74,345.9
3.745,345.4
3.75,346.9
3.755,345.3
3.76,344.8
3.765,344.7
3.77,343.7
3.775,345.2
3.78,346.2
3.785,347.1
3.79,348.4
3.795,344.8
3.8,348.7
3.805,381.3
3.81,402.2
3.815,352.0
3.82,347.3
3.825,361.7
3.83,385.4
3.835,352.3
3.84,343.7
3.845,342.5
3.85,344.0
3.855,344.1
3.86,344.7
3.865,345.7
3.87,341.4
3.875,341.6
3.88,345.5
3.885,342.4
3.89,345.7
3.895,350.0
3.9,346.3
3.905,344.8
3.91,343.2
3.915,344.1
3.92,344.7
3.925,343.6
3.93,344.1
3.935,344.5
3.94,341.1
3.945,349.6
3.95,346.0
3.955,343.6
3.96,344.6
3.965,344.0
3.97,347.5
3.975,343.7
3.98,344.4
3.985,344.6
3.99,348.7
3.995,342.7
4.0,345.5
4.005,346.1
4.01,343.8
4.015,343.0
4.02,340.4
4.025,342.4
4.03,344.3
4.035,344.9
4.04,344.2
4.045,343.5
4.05,344.4
4.055,345.0
4.06,347.2
4.065,346.6
4.07,344.2
4.075,343.9
4.08,342.3
4.085,343.0
4.09,346.3
4.095,342.0
4.1,345.3
4.105,345.9
4.11,346.5
4.115,344.1
4.12,345.4
4.125,344.1
4.13,345.9
4.135,346.7
4.14,344.7
4.145,345.5
4.15,345.2
4.155,344.8
4.16,345.8
4.165,345.9
4.17,345.6
4.175,348.1
4.18,345.2
4.185,346.2
4.19,346.3
4.195,346.4
4.2,344.0
4.205,344.4
4.21,342.0
4.215,343.9
4.22,344.1
4.225,346.5
4.23,345.7
4.235,342.9
4.24,347.1
4.245,343.0
4.25,345.3
4.255,343.8
4.26,347.0
4.265,344.6
4.27,344.3
4.275,344.8
4.28,347.4
4.285,343.4
4.29,345.7
4.295,348.7
4.3,343.6
4.305,345.0
4.31,343.7
4.315,343.7
4.32,350.7
4.325,347.4
4.33,344.3
4.335,344.3
4.34,345.6
4.345,347.7
4.35,346.6
4.355,348.7
4.36,347.4
4.365,348.8
4.37,346.1
4.375,345.0
4.38,348.9
4.385,347.8
4.39,348.0
4.395,345.7
4.4,341.8
4.405,345.8
4.41,345.2
4.415,344.4
4.42,345.6
4.425,346.1
4.43,346.3
4.435,347.0
4.44,344.8
4.445,364.1
4.45,350.0
4.455,343.7
4.46,347.0
4.465,347.7
4.47,347.0
4.475,354.3
4.48,348.5
4.485,344.9
4.49,348.2
4.495,350.8
4.5,344.3
